No,No,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
816,1084,2008,1,3,4,1223,1145,1413,1345,WN,256,N336SW,110,120,89,28,38,OAK,SEA,671,3,18,0,N,0,22,0,0,0,6
817,1086,2008,1,3,4,1800,1735,2014,1935,WN,872,N337SW,134,120,106,39,25,OAK,SEA,671,4,24,0,N,0,12,0,14,0,13
818,1087,2008,1,3,4,1745,1655,2000,1855,WN,1071,N315SW,135,120,113,65,50,OAK,SEA,671,7,15,0,N,0,20,0,15,0,30
819,1088,2008,1,3,4,2153,2055,2347,2255,WN,2730,N273WN,114,120,91,52,58,OAK,SEA,671,5,18,0,N,0,20,0,0,0,32
820,1091,2008,1,3,4,1325,1300,1611,1540,WN,125,N782SA,106,100,83,31,25,OAK,SLC,588,2,21,0,N,0,21,0,6,0,4
821,1092,2008,1,3,4,2120,2030,2359,2310,WN,246,N487WN,99,100,76,49,50,OAK,SLC,588,6,17,0,N,0,8,0,0,0,41
822,1094,2008,1,3,4,1039,1015,1316,1300,WN,1678,N219WN,97,105,77,16,24,OAK,SLC,588,5,15,0,N,0,1,0,0,0,15
823,1095,2008,1,3,4,1741,1640,2027,1920,WN,2282,N739GB,106,100,83,67,61,OAK,SLC,588,3,20,0,N,0,0,0,6,0,61
824,1096,2008,1,3,4,1857,1850,2027,2010,WN,80,N422WN,90,80,64,17,7,OAK,SNA,371,4,22,0,N,0,0,0,10,0,7
826,1098,2008,1,3,4,1716,1630,1832,1750,WN,105,N292WN,76,80,60,42,46,OAK,SNA,371,4,12,0,N,0,30,0,0,0,12
827,1100,2008,1,3,4,1325,1220,1453,1340,WN,1854,N758SW,88,80,63,73,65,OAK,SNA,371,3,22,0,N,0,15,0,8,0,50
828,1104,2008,1,3,4,1445,1405,1602,1525,WN,3766,N434WN,77,80,62,37,40,OAK,SNA,371,3,12,0,N,0,17,0,0,0,20
833,1113,2008,1,3,4,1948,1910,2025,1945,WN,900,N679AA,97,95,81,40,38,OKC,DEN,495,8,8,0,N,0,11,0,2,0,27
835,1117,2008,1,3,4,1944,1830,2053,1950,WN,1257,N507SW,69,80,60,63,74,OKC,HOU,419,2,7,0,N,0,5,0,0,0,58
837,1121,2008,1,3,4,1914,1855,2017,2000,WN,1230,N677AA,63,65,50,17,19,OKC,MCI,313,4,9,0,N,0,0,0,0,0,17
838,1123,2008,1,3,4,1717,1625,1843,1750,WN,303,N683SW,146,145,135,53,52,OKC,PHX,833,4,7,0,N,0,5,0,1,0,47
839,1124,2008,1,3,4,1403,1305,1525,1430,WN,877,N362SW,142,145,132,55,58,OKC,PHX,833,4,6,0,N,0,3,0,0,0,52
840,1126,2008,1,3,4,1658,1630,1817,1750,WN,86,N627SW,79,80,67,27,28,OKC,STL,462,5,7,0,N,0,16,0,0,0,11
842,1131,2008,1,3,4,2023,1920,2153,2040,WN,153,N658SW,90,80,64,73,63,OMA,MDW,423,19,7,0,N,0,0,0,10,0,63
844,1133,2008,1,3,4,1618,1430,1733,1550,WN,1153,N440LV,75,80,63,103,108,OMA,MDW,423,4,8,0,N,0,1,0,0,0,102
845,1134,2008,1,3,4,1121,1105,1242,1225,WN,1333,N334SW,81,80,67,17,16,OMA,MDW,423,6,8,0,N,0,5,0,1,0,11
846,1136,2008,1,3,4,1925,1750,2045,1910,WN,3919,N205WN,80,80,61,95,95,OMA,MDW,423,6,13,0,N,0,0,0,0,0,95
847,1137,2008,1,3,4,2045,1905,2238,2100,WN,242,N797MX,173,175,161,98,100,OMA,PHX,1037,5,7,0,N,0,11,0,0,0,87
850,1140,2008,1,3,4,1925,1820,2024,1925,WN,479,N622SW,59,65,49,59,65,OMA,STL,342,3,7,0,N,0,1,0,0,0,58
851,1144,2008,1,3,4,1117,1050,1645,1630,WN,879,N495WN,208,220,197,15,27,ONT,BNA,1751,6,5,0,N,0,5,0,0,0,10
852,1145,2008,1,3,4,1523,1455,1627,1555,WN,239,N660SW,64,60,39,32,28,ONT,LAS,197,19,6,0,N,0,4,0,4,0,24
853,1146,2008,1,3,4,1718,1615,1810,1715,WN,564,N455WN,52,60,42,55,63,ONT,LAS,197,3,7,0,N,0,9,0,0,0,46
854,1147,2008,1,3,4,1008,915,1106,1015,WN,773,N472WN,58,60,41,51,53,ONT,LAS,197,4,13,0,N,0,0,0,33,0,18
857,1152,2008,1,3,4,1755,1730,1846,1830,WN,1583,N600WN,51,60,39,16,25,ONT,LAS,197,5,7,0,N,0,4,0,0,0,12
858,1154,2008,1,3,4,1916,1850,2013,1950,WN,3746,N321SW,57,60,40,23,26,ONT,LAS,197,11,6,0,N,0,3,0,0,0,20
861,1159,2008,1,3,4,1531,1425,1648,1540,WN,985,N328SW,77,75,68,68,66,ONT,OAK,361,4,5,0,N,0,14,0,2,0,52
862,1160,2008,1,3,4,2110,2030,2226,2145,WN,1075,N636WN,76,75,68,41,40,ONT,OAK,361,2,6,0,N,0,0,0,1,0,40
863,1161,2008,1,3,4,2150,2125,2312,2240,WN,1480,N292WN,82,75,71,32,25,ONT,OAK,361,3,8,0,N,0,0,0,7,0,25
864,1164,2008,1,3,4,1959,1920,2111,2035,WN,2730,N273WN,72,75,62,36,39,ONT,OAK,361,3,7,0,N,0,4,0,0,0,32
865,1166,2008,1,3,4,1734,1720,1857,1835,WN,3852,N654SW,83,75,69,22,14,ONT,OAK,361,4,10,0,N,0,0,0,8,0,14
867,1172,2008,1,3,4,1947,1840,2158,2045,WN,835,N460WN,71,65,53,73,67,ONT,PHX,325,6,12,0,N,0,1,0,6,0,66
868,1174,2008,1,3,4,1528,1445,1727,1655,WN,1424,N385SW,59,70,49,32,43,ONT,PHX,325,3,7,0,N,0,1,0,0,0,31
869,1175,2008,1,3,4,2158,2115,2352,2320,WN,2458,N409WN,54,65,45,32,43,ONT,PHX,325,4,5,0,N,0,0,0,0,0,32
872,1181,2008,1,3,4,1743,1725,1855,1835,WN,187,N690SW,72,70,55,20,18,ONT,SJC,333,8,9,0,N,0,2,0,2,0,16
873,1182,2008,1,3,4,1215,1145,1319,1255,WN,906,N301SW,64,70,54,24,30,ONT,SJC,333,4,6,0,N,0,2,0,0,0,22
875,1186,2008,1,3,4,1603,1515,1708,1625,WN,2645,N788SA,65,70,55,43,48,ONT,SJC,333,4,6,0,N,0,20,0,0,0,23
876,1187,2008,1,3,4,2134,2050,2257,2200,WN,3691,N257WN,83,70,58,57,44,ONT,SJC,333,11,14,0,N,0,0,0,13,0,44
877,1189,2008,1,3,4,2248,2135,6,2250,WN,551,N795SW,78,75,63,76,73,ONT,SMF,389,5,10,0,N,0,0,0,3,0,73
881,1194,2008,1,3,4,1946,1925,2106,2045,WN,1679,N645SW,80,80,65,21,21,ONT,SMF,389,4,11,0,N,0,0,0,0,0,21
882,1195,2008,1,3,4,1357,1335,1513,1455,WN,2105,N313SW,76,80,64,18,22,ONT,SMF,389,4,8,0,N,0,1,0,0,0,17
883,1198,2008,1,3,4,2046,2010,2159,2130,WN,2901,N265WN,73,80,61,29,36,ONT,SMF,389,5,7,0,N,0,0,0,0,0,29
884,1201,2008,1,3,4,1753,1720,1845,1810,WN,1320,N456WN,52,50,37,35,33,ORF,BWI,159,5,10,0,N,0,9,0,2,0,24
885,1202,2008,1,3,4,1433,1420,1526,1510,WN,2362,N454WN,53,50,41,16,13,ORF,BWI,159,3,9,0,N,0,13,0,3,0,0
886,1203,2008,1,3,4,1031,1010,1122,1100,WN,3604,N257WN,51,50,38,22,21,ORF,BWI,159,5,8,0,N,0,13,0,1,0,8
887,1204,2008,1,3,4,749,720,837,810,WN,3679,N434WN,48,50,39,27,29,ORF,BWI,159,2,7,0,N,0,27,0,0,0,0
888,1205,2008,1,3,4,816,655,941,840,WN,1574,N791SW,85,105,73,61,81,ORF,JAX,543,4,8,0,N,0,61,0,0,0,0
889,1206,2008,1,3,4,1711,1640,1840,1825,WN,2019,N392SW,89,105,77,15,31,ORF,JAX,543,4,8,0,N,0,3,0,0,0,12
890,1207,2008,1,3,4,1314,1210,1538,1445,WN,2363,N405WN,324,335,308,53,64,ORF,LAS,2155,7,9,0,N,0,41,0,0,0,12
891,1208,2008,1,3,4,1016,915,1214,1120,WN,1134,N391SW,118,125,98,54,61,ORF,MCO,655,6,14,0,N,0,1,0,0,0,53
895,1212,2008,1,3,4,1437,1320,1633,1535,WN,48,N661SW,116,135,105,58,77,ORF,TPA,717,5,6,0,N,0,25,0,0,0,33
896,1213,2008,1,3,4,2042,1950,2256,2210,WN,165,N749SW,134,140,122,46,52,PBI,BWI,883,3,9,0,N,0,18,0,0,0,28
897,1215,2008,1,3,4,1637,1600,1854,1825,WN,1143,N459WN,137,145,121,29,37,PBI,BWI,883,6,10,0,N,0,6,0,0,0,23
898,1218,2008,1,3,4,1908,1840,2147,2115,WN,1425,N237WN,159,155,144,32,28,PBI,ISP,1052,4,11,0,N,0,16,0,4,0,12
901,1224,2008,1,3,4,1441,1400,1529,1450,WN,3686,N649SW,48,50,35,39,41,PBI,TPA,174,5,8,0,N,0,8,0,0,0,31
902,1226,2008,1,3,4,1106,1045,1436,1415,WN,3425,N755SA,150,150,137,21,21,PDX,ABQ,1111,5,8,0,N,0,21,0,0,0,0
904,1229,2008,1,3,4,1632,1610,1832,1810,WN,2991,N378SW,60,60,49,22,22,PDX,BOI,344,3,8,0,N,0,15,0,0,0,7
905,1231,2008,1,3,4,1619,1525,1715,1620,WN,957,N258WN,56,55,45,55,54,PDX,GEG,279,5,6,0,N,0,17,0,1,0,37
907,1233,2008,1,3,4,2132,2050,2222,2150,WN,3155,N449WN,50,60,39,32,42,PDX,GEG,279,4,7,0,N,0,23,0,0,0,9
909,1235,2008,1,3,4,2054,2035,2259,2235,WN,874,N678AA,125,120,113,24,19,PDX,LAS,762,7,5,0,N,0,12,0,5,0,7
910,1236,2008,1,3,4,1546,1500,1759,1705,WN,2186,N692SW,133,125,119,54,46,PDX,LAS,762,8,6,0,N,0,16,0,8,0,30
911,1237,2008,1,3,4,1111,1055,1323,1300,WN,3070,N660SW,132,125,119,23,16,PDX,LAS,762,4,9,0,N,0,16,0,7,0,0
912,1240,2008,1,3,4,1431,1335,2013,1925,WN,3228,N717SA,222,230,209,48,56,PDX,MDW,1751,6,7,0,N,0,20,0,0,0,28
913,1241,2008,1,3,4,2154,2025,2337,2205,WN,447,N427WN,103,100,93,92,89,PDX,OAK,543,3,7,0,N,0,12,0,3,0,77
914,1242,2008,1,3,4,1950,1840,2130,2025,WN,582,N629SW,100,105,88,65,70,PDX,OAK,543,5,7,0,N,0,55,0,0,0,10
915,1243,2008,1,3,4,1437,1425,1624,1605,WN,753,N292WN,107,100,84,19,12,PDX,OAK,543,17,6,0,N,0,0,0,7,12,0
916,1245,2008,1,3,4,1207,1140,1339,1320,WN,1585,N766SW,92,100,83,19,27,PDX,OAK,543,4,5,0,N,0,0,0,0,11,8
917,1247,2008,1,3,4,1119,1105,1450,1435,WN,451,N619SW,151,150,137,15,14,PDX,PHX,1009,7,7,0,N,0,0,0,1,14,0
918,1248,2008,1,3,4,2000,1850,2321,2220,WN,789,N328SW,141,150,131,61,70,PDX,PHX,1009,5,5,0,N,0,16,0,0,0,45
920,1251,2008,1,3,4,2056,1940,2213,2055,WN,1939,N239WN,77,75,62,78,76,PDX,RNO,444,6,9,0,N,0,5,0,2,0,71
921,1253,2008,1,3,4,1440,1420,1602,1540,WN,3513,N686SW,82,80,69,22,20,PDX,RNO,444,4,9,0,N,0,20,0,2,0,0
922,1254,2008,1,3,4,2009,1925,2205,2110,WN,625,N619SW,116,105,102,55,44,PDX,SJC,569,5,9,0,N,0,1,0,11,0,43
923,1256,2008,1,3,4,1628,1550,1819,1735,WN,2441,N344SW,111,105,100,44,38,PDX,SJC,569,5,6,0,N,0,9,0,6,0,29
924,1257,2008,1,3,4,1152,1135,1345,1320,WN,2558,N337SW,113,105,101,25,17,PDX,SJC,569,5,7,0,N,0,5,0,8,0,12
925,1258,2008,1,3,4,1808,1740,2046,2025,WN,159,N618WN,98,105,84,21,28,PDX,SLC,630,3,11,0,N,0,7,0,0,0,14
928,1261,2008,1,3,4,1324,1315,1457,1440,WN,71,N312SW,93,85,82,17,9,PDX,SMF,479,4,7,0,N,0,9,0,8,0,0
930,1264,2008,1,3,4,1137,1120,1308,1245,WN,1424,N385SW,91,85,79,23,17,PDX,SMF,479,4,8,0,N,0,13,0,6,0,4
931,1265,2008,1,3,4,2100,1840,2226,2005,WN,2807,N344SW,86,85,72,141,140,PDX,SMF,479,4,10,0,N,0,3,0,1,0,137
932,1266,2008,1,3,4,2127,2045,2254,2210,WN,2890,N660SW,87,85,71,44,42,PDX,SMF,479,6,10,0,N,0,0,0,2,0,42
933,1267,2008,1,3,4,1534,1515,1704,1640,WN,3659,N321SW,90,85,79,24,19,PDX,SMF,479,5,6,0,N,0,7,0,5,0,12
945,1284,2008,1,3,4,1702,1545,1918,1825,WN,455,N346SW,136,160,116,53,77,PHL,MCO,861,8,12,0,N,0,18,0,0,0,35
951,1293,2008,1,3,4,2109,2040,2237,2205,WN,370,N213WN,148,145,101,32,29,PHL,MDW,668,28,19,0,N,0,3,0,3,0,26
957,1300,2008,1,3,4,1544,1500,1704,1610,WN,434,N604SW,80,70,58,54,44,PHL,MHT,290,3,19,0,N,0,11,0,10,0,33
963,1308,2008,1,3,4,1738,1635,1834,1750,WN,461,N791SW,56,75,43,44,63,PHL,PIT,267,5,8,0,N,0,0,0,0,0,44
964,1310,2008,1,3,4,1429,1315,1532,1430,WN,1574,N791SW,63,75,46,62,74,PHL,PIT,267,6,11,0,N,0,0,0,0,0,62
968,1315,2008,1,3,4,2034,1955,2135,2100,WN,31,N793SA,61,65,43,35,39,PHL,PVD,238,5,13,0,N,0,2,0,0,0,33
969,1316,2008,1,3,4,1246,1205,1347,1315,WN,476,N237WN,61,70,48,32,41,PHL,PVD,238,3,10,0,N,0,6,0,0,0,26
970,1318,2008,1,3,4,1442,1415,1545,1520,WN,1236,N614SW,63,65,50,25,27,PHL,PVD,238,3,10,0,N,0,0,0,0,0,25
972,1320,2008,1,3,4,1930,1825,2036,2000,WN,312,N604SW,66,95,52,36,65,PHL,RDU,336,2,12,0,N,0,7,0,0,0,29
975,1328,2008,1,3,4,2010,1925,2237,2220,WN,929,N521SW,147,175,129,17,45,PHL,TPA,920,5,13,0,N,0,3,0,0,0,14
976,1329,2008,1,3,4,1449,1405,1714,1655,WN,998,N369SW,145,170,127,19,44,PHL,TPA,920,4,14,0,N,0,6,0,0,0,13
978,1332,2008,1,3,4,2235,2155,2330,2255,WN,408,N610WN,55,60,42,35,40,PHX,ABQ,328,4,9,0,N,0,2,0,0,0,33
979,1333,2008,1,3,4,1438,1405,1536,1505,WN,555,N506SW,58,60,41,31,33,PHX,ABQ,328,3,14,0,N,0,20,0,0,0,11
980,1335,2008,1,3,4,1841,1720,1938,1825,WN,746,N637SW,57,65,41,73,81,PHX,ABQ,328,6,10,0,N,0,11,0,0,0,62
984,1339,2008,1,3,4,1658,1630,1754,1730,WN,2614,N602SW,56,60,42,24,28,PHX,ABQ,328,3,11,0,N,0,5,0,0,0,19
990,1347,2008,1,3,4,2045,2005,42,15,WN,109,N269WN,177,190,166,27,40,PHX,BNA,1448,4,7,0,N,0,3,0,0,0,24
991,1349,2008,1,3,4,1709,1555,2106,2005,WN,891,N400WN,177,190,163,61,74,PHX,BNA,1448,3,11,0,N,0,7,0,0,0,54
992,1350,2008,1,3,4,1321,1255,1730,1710,WN,1058,N202WN,189,195,165,20,26,PHX,BNA,1448,7,17,0,N,0,4,0,0,0,16
994,1352,2008,1,3,4,1457,1340,1527,1405,WN,10,N684WN,90,85,74,82,77,PHX,BUR,369,2,14,0,N,0,0,0,5,0,77
996,1355,2008,1,3,4,1836,1750,1902,1810,WN,806,N711HK,86,80,70,52,46,PHX,BUR,369,3,13,0,N,0,0,0,6,0,46
997,1356,2008,1,3,4,1933,1835,1955,1855,WN,921,N430WN,82,80,70,60,58,PHX,BUR,369,2,10,0,N,0,0,0,3,0,57
998,1357,2008,1,3,4,1121,1055,1151,1125,WN,957,N344SW,90,90,70,26,26,PHX,BUR,369,3,17,0,N,0,1,0,0,0,25
1001,1360,2008,1,3,4,2255,2135,2318,2155,WN,3323,N718SW,83,80,71,83,80,PHX,BUR,369,2,10,0,N,0,10,0,3,0,70
1004,1365,2008,1,3,4,1523,1445,2126,2055,WN,1686,N207WN,243,250,230,31,38,PHX,BWI,1999,4,9,0,N,0,0,0,0,5,26
1006,1368,2008,1,3,4,2105,1945,2240,2130,WN,964,N362SW,95,105,78,70,80,PHX,DEN,602,6,11,0,N,0,22,0,0,0,48
1010,1373,2008,1,3,4,1004,950,1556,1540,WN,1428,N412WN,232,230,210,16,14,PHX,DTW,1671,7,15,0,N,0,10,0,2,0,4
1011,1375,2008,1,3,4,1331,1305,1440,1410,WN,116,N310SW,69,65,50,30,26,PHX,ELP,347,4,15,0,N,0,11,0,4,0,15
1012,1376,2008,1,3,4,1935,1900,2029,2005,WN,481,N413WN,54,65,44,24,35,PHX,ELP,347,3,7,0,N,0,5,0,0,0,19
1015,1379,2008,1,3,4,2227,2135,2327,2240,WN,3140,N418WN,60,65,45,47,52,PHX,ELP,347,5,10,0,N,0,43,0,0,0,4
1017,1382,2008,1,3,4,1648,1615,2021,1940,WN,933,N214WN,153,145,118,41,33,PHX,HOU,1020,24,11,0,N,0,30,0,8,0,3
1018,1384,2008,1,3,4,2211,2000,121,2320,WN,2268,N607SW,130,140,121,121,131,PHX,HOU,1020,3,6,0,N,0,10,0,0,0,111
1021,1387,2008,1,3,4,1802,1725,2318,2245,WN,2726,N777QC,196,200,170,33,37,PHX,IND,1489,8,18,0,N,0,6,0,0,0,27
1022,1391,2008,1,3,4,1527,1505,1527,1505,WN,538,N619SW,60,60,45,22,22,PHX,LAS,256,7,8,0,N,0,7,0,0,0,15
1026,1396,2008,1,3,4,1932,1900,1949,1900,WN,875,N217JC,77,60,42,49,32,PHX,LAS,256,27,8,0,N,0,31,0,17,0,1
1027,1397,2008,1,3,4,928,900,929,910,WN,984,N449WN,61,70,44,19,28,PHX,LAS,256,5,12,0,N,0,19,0,0,0,0
1028,1398,2008,1,3,4,2201,2120,2157,2125,WN,998,N369SW,56,65,43,32,41,PHX,LAS,256,7,6,0,N,0,11,0,0,0,21
1031,1406,2008,1,3,4,1619,1540,1639,1600,WN,169,N550WN,80,80,62,39,39,PHX,LAX,370,5,13,0,N,0,1,0,0,0,38
1032,1407,2008,1,3,4,1448,1440,1517,1500,WN,232,N740SW,89,80,63,17,8,PHX,LAX,370,8,18,0,N,0,8,0,9,0,0
1033,1408,2008,1,3,4,1913,1815,1934,1835,WN,303,N683SW,81,80,64,59,58,PHX,LAX,370,7,10,0,N,0,0,0,6,0,53
1034,1409,2008,1,3,4,1940,1915,2010,1935,WN,343,N687SW,90,80,63,35,25,PHX,LAX,370,20,7,0,N,0,10,0,10,0,15
1035,1410,2008,1,3,4,1046,1040,1123,1105,WN,769,N608SW,97,85,70,18,6,PHX,LAX,370,13,14,0,N,0,0,0,12,5,1
1036,1411,2008,1,3,4,2118,2050,2138,2115,WN,1033,N757LV,80,85,60,23,28,PHX,LAX,370,15,5,0,N,0,23,0,0,0,0
1037,1414,2008,1,3,4,1822,1735,1848,1755,WN,2359,N385SW,86,80,63,53,47,PHX,LAX,370,6,17,0,N,0,27,0,6,0,20
1038,1415,2008,1,3,4,1321,1315,1351,1335,WN,2360,N618WN,90,80,65,16,6,PHX,LAX,370,6,19,0,N,0,6,0,10,0,0
1040,1417,2008,1,3,4,1644,1610,1713,1630,WN,2812,N671SW,89,80,63,43,34,PHX,LAX,370,4,22,0,N,0,22,0,9,0,12
1043,1421,2008,1,3,4,2230,2105,143,35,WN,835,N460WN,133,150,116,68,85,PHX,MCI,1044,5,12,0,N,0,9,0,0,0,59
1052,1435,2008,1,3,4,1813,1715,1928,1820,WN,357,N682SW,135,125,117,68,58,PHX,OAK,646,3,15,0,N,0,0,0,10,0,58
1053,1438,2008,1,3,4,1943,1905,2047,2005,WN,2336,N487WN,124,120,110,42,38,PHX,OAK,646,4,10,0,N,0,18,0,4,0,20
1055,1440,2008,1,3,4,1502,1455,1615,1600,WN,3240,N282WN,133,125,114,15,7,PHX,OAK,646,5,14,0,N,0,7,0,8,0,0
1056,1441,2008,1,3,4,2249,2150,2357,2250,WN,3492,N772SW,128,120,108,67,59,PHX,OAK,646,6,14,0,N,0,26,0,8,0,33
1057,1443,2008,1,3,4,2144,2025,32,2330,WN,282,N338SW,108,125,99,62,79,PHX,OKC,833,3,6,0,N,0,0,0,0,0,62
1058,1445,2008,1,3,4,1654,1515,2009,1840,WN,316,N797MX,135,145,120,89,99,PHX,OMA,1037,2,13,0,N,0,6,0,0,0,83
1059,1446,2008,1,3,4,2059,2015,10,2340,WN,559,N603SW,131,145,121,30,44,PHX,OMA,1037,2,8,0,N,0,16,0,0,0,14
1061,1449,2008,1,3,4,1636,1550,1648,1555,WN,508,N455WN,72,65,54,53,46,PHX,ONT,325,3,15,0,N,0,3,0,7,0,43
1062,1451,2008,1,3,4,1022,1000,1038,1020,WN,616,N495WN,76,80,53,18,22,PHX,ONT,325,5,18,0,N,0,13,0,0,0,5
1064,1453,2008,1,3,4,1743,1720,1754,1730,WN,966,N345SA,71,70,58,24,23,PHX,ONT,325,4,9,0,N,0,0,0,1,0,23
1065,1454,2008,1,3,4,1915,1850,1923,1900,WN,1679,N645SW,68,70,55,23,25,PHX,ONT,325,3,10,0,N,0,19,0,0,0,4
1066,1455,2008,1,3,4,2306,2135,2318,2145,WN,2369,N739GB,72,70,57,93,91,PHX,ONT,325,4,11,0,N,0,12,0,2,0,79
1068,1458,2008,1,3,4,2105,2020,2117,2030,WN,3691,N257WN,72,70,54,47,45,PHX,ONT,325,8,10,0,N,0,8,0,2,0,37
1071,1462,2008,1,3,4,2101,1945,2231,2140,WN,1484,N242WN,150,175,139,51,76,PHX,PDX,1009,3,8,0,N,0,5,0,0,0,46
1073,1464,2008,1,3,4,1620,1600,2236,2220,WN,287,N747SA,256,260,235,16,20,PHX,PHL,2075,6,15,0,N,0,14,0,0,0,2
1075,1468,2008,1,3,4,2243,2120,2325,2210,WN,489,N279WN,102,110,86,75,83,PHX,RNO,601,4,12,0,N,0,5,0,0,0,70
1076,1469,2008,1,3,4,1444,1430,1536,1520,WN,736,N342SW,112,110,87,16,14,PHX,RNO,601,4,21,0,N,0,14,0,2,0,0
1078,1471,2008,1,3,4,1418,1405,1427,1410,WN,123,N287WN,69,65,51,17,13,PHX,SAN,304,9,9,0,N,0,4,0,4,0,9
1079,1472,2008,1,3,4,2301,2120,2314,2125,WN,242,N797MX,73,65,58,109,101,PHX,SAN,304,3,12,0,N,0,3,0,8,0,98
1080,1473,2008,1,3,4,2143,2045,2143,2050,WN,381,N398SW,60,65,51,53,58,PHX,SAN,304,4,5,0,N,0,8,0,0,0,45
1081,1474,2008,1,3,4,1706,1645,1710,1650,WN,458,N203WN,64,65,52,20,21,PHX,SAN,304,3,9,0,N,0,11,0,0,0,9
1082,1476,2008,1,3,4,1055,1030,1103,1045,WN,1010,N744SW,68,75,54,18,25,PHX,SAN,304,3,11,0,N,0,18,0,0,0,0
1084,1479,2008,1,3,4,1809,1730,1834,1735,WN,1511,N263WN,85,65,66,59,39,PHX,SAN,304,3,16,0,N,0,37,0,20,0,2
1085,1481,2008,1,3,4,1800,1610,1814,1615,WN,1600,N769SW,74,65,61,119,110,PHX,SAN,304,3,10,0,N,0,0,0,9,0,110
1088,1484,2008,1,3,4,1942,1840,1949,1845,WN,3839,N421LV,67,65,57,64,62,PHX,SAN,304,2,8,0,N,0,0,0,2,0,62
1090,1486,2008,1,3,4,2157,2025,42,2325,WN,796,N428WN,105,120,97,77,92,PHX,SAT,843,2,6,0,N,0,33,0,0,0,44
1091,1487,2008,1,3,4,1701,1615,1948,1915,WN,2015,N792SW,107,120,97,33,46,PHX,SAT,843,3,7,0,N,0,8,0,0,0,25
1092,1488,2008,1,3,4,1231,1200,1527,1505,WN,3168,N513SW,116,125,103,22,31,PHX,SAT,843,2,11,0,N,0,9,0,0,0,13
1095,1492,2008,1,3,4,2000,1935,2203,2145,WN,2361,N348SW,183,190,159,18,25,PHX,SEA,1107,4,20,0,N,0,2,0,0,0,16
1096,1493,2008,1,3,4,2138,2115,2233,2210,WN,160,N783SW,115,115,96,23,23,PHX,SJC,621,13,6,0,N,0,0,0,2,0,21
1098,1496,2008,1,3,4,1544,1415,1639,1510,WN,2094,N395SW,115,115,102,89,89,PHX,SJC,621,4,9,0,N,0,13,0,0,0,76
1099,1499,2008,1,3,4,1343,1315,1506,1450,WN,320,N345SA,83,95,70,16,28,PHX,SLC,507,4,9,0,N,0,1,0,0,0,15
1100,1500,2008,1,3,4,1915,1845,2042,2020,WN,410,N327SW,87,95,73,22,30,PHX,SLC,507,3,11,0,N,0,7,0,0,0,15
1101,1502,2008,1,3,4,2218,2120,2342,2250,WN,980,N711HK,84,90,71,52,58,PHX,SLC,507,4,9,0,N,0,4,0,0,0,48
1102,1503,2008,1,3,4,1454,1425,1622,1600,WN,1022,N655WN,88,95,72,22,29,PHX,SLC,507,3,13,0,N,0,8,0,0,0,14
1103,1504,2008,1,3,4,902,825,1032,1005,WN,1041,N474WN,90,100,73,27,37,PHX,SLC,507,6,11,0,N,0,27,0,0,0,0
1104,1505,2008,1,3,4,1733,1655,1904,1830,WN,1684,N429WN,91,95,74,34,38,PHX,SLC,507,9,8,0,N,0,0,0,0,0,34
1106,1510,2008,1,3,4,1555,1500,1648,1600,WN,877,N362SW,113,120,103,48,55,PHX,SMF,647,3,7,0,N,0,0,0,0,0,48
1107,1511,2008,1,3,4,2315,2135,9,2235,WN,1309,N304SW,114,120,101,94,100,PHX,SMF,647,5,8,0,N,0,0,0,0,0,94
1110,1514,2008,1,3,4,1148,1135,1222,1155,WN,259,N270WN,94,80,58,27,13,PHX,SNA,338,10,26,0,N,0,4,0,14,0,9
1111,1518,2008,1,3,4,1546,1515,1600,1530,WN,1413,N706SW,74,75,59,30,31,PHX,SNA,338,4,11,0,N,0,9,0,0,0,21
1113,1521,2008,1,3,4,1357,1330,1408,1345,WN,3501,N732SW,71,75,57,23,27,PHX,SNA,338,4,10,0,N,0,4,0,0,0,19
1117,1528,2008,1,3,4,2207,2040,59,2355,WN,504,N704SW,112,135,104,64,87,PHX,TUL,935,2,6,0,N,0,63,0,0,0,1
1119,1532,2008,1,3,4,1023,1005,1117,1100,WN,1414,N402WN,54,55,45,17,18,PIT,BWI,210,3,6,0,N,0,6,0,0,0,11
1122,1538,2008,1,3,4,2047,2010,2259,2225,WN,3592,N406WN,132,135,115,34,37,PIT,MCO,834,3,14,0,N,0,0,0,0,0,34
1123,1540,2008,1,3,4,1833,1755,1853,1830,WN,490,N651SW,80,95,65,23,38,PIT,MDW,402,6,9,0,N,0,2,0,0,0,21
1126,1543,2008,1,3,4,2117,2035,2136,2105,WN,3336,N208WN,79,90,61,31,42,PIT,MDW,402,10,8,0,N,0,0,0,0,0,31
1128,1545,2008,1,3,4,1549,1455,1715,1610,WN,374,N791SW,86,75,62,65,54,PIT,PHL,267,7,17,0,N,0,0,0,11,0,54
1130,1548,2008,1,3,4,1304,1245,1422,1355,WN,1236,N614SW,78,70,53,27,19,PIT,PHL,267,7,18,0,N,0,0,0,8,0,19
